Editorial,ISSN,eISSN,Título,Tipo,Descuento,Promotor
Cambridge,1468-1099,1474-0060,Japanese Journal of Political Science,Híbrida,100,Biblioteca US
Cambridge,0021-8537,1469-5138,Journal of African History,Híbrida,100,Biblioteca US
Cambridge,0021-8553,1464-3731,Journal of African Law,Híbrida,100,Biblioteca US
Cambridge,1074-0708,2056-7405,Journal of Agricultural and Applied Economics,Sólo Open Access,100,Biblioteca US
Cambridge,0021-8596,1469-5146,Journal of Agricultural Science ,Híbrida,100,Biblioteca US
Cambridge,0021-8758,1469-5154,Journal of American Studies,Híbrida,100,Biblioteca US
Cambridge,1740-3553,1745-5278,Journal of Anglican Studies,Híbrida,100,Biblioteca US
Cambridge,0021-9002,1475-6072,Journal of Applied Probability ,Híbrida,100,Biblioteca US
Cambridge,2194-5888,2152-2812,Journal of Benefit-Cost Analysis,Híbrida,100,Biblioteca US
Cambridge,0021-9320,1469-7599,Journal of Biosocial Science,Híbrida,100,Biblioteca US
Cambridge,0021-9371,1545-6986,Journal of British Studies,Híbrida,100,Biblioteca US
Cambridge,0305-0009,1469-7602,Journal of Child Language,Híbrida,100,Biblioteca US
Cambridge,2059-1632,2059-1640,Journal of Chinese History,Sólo Open Access,100,Biblioteca US
Cambridge,,2059-8661,Journal of Clinical and Translational Science,Sólo Open Access,100,Biblioteca US
Cambridge,0022-0299,1469-7629,Journal of Dairy Research  ,Híbrida,100,Biblioteca US
Cambridge,2054-0892,2054-0906,Journal of Demographic Economics,Híbrida,100,Biblioteca US
Cambridge,2040-1744,2040-1752,Journal of Developmental Origins of Health and Disease,Híbrida,100,Biblioteca US
Cambridge,1598-2408,2234-6643,Journal of East Asian Studies,Híbrida,100,Biblioteca US
Cambridge,0022-0469,1469-7637,Journal of Ecclesiastical History,Híbrida,100,Biblioteca US
Cambridge,0022-0507,1471-6372,Journal of Economic History,Híbrida,100,Biblioteca US
Cambridge,2052-2630,2052-2649,Journal of Experimental Political Science,Sólo Open Access,100,Biblioteca US
Cambridge,0022-1090,1756-6916,Journal of Financial and Quantitative Analysis,Híbrida,100,Biblioteca US
Cambridge,,2753-3212,Journal of Financial Literacy and Wellbeing,Sólo Open Access,100,Biblioteca US
Cambridge,0022-1120,1469-7645,Journal of Fluid Mechanics,Híbrida,100,Biblioteca US
Cambridge,0959-2695,1474-0079,Journal of French Language Studies,Sólo Open Access,100,Biblioteca US
Cambridge,0956-7968,1469-7653,Journal of Functional Programming,Sólo Open Access,100,Biblioteca US
Cambridge,1470-5427,1475-3014,Journal of Germanic Linguistics,Híbrida,100,Biblioteca US
Cambridge,0022-1430,1727-5652,Journal of Glaciology,Sólo Open Access,100,Biblioteca US
Cambridge,1740-0228,1740-0236,Journal of Global History,Híbrida,100,Biblioteca US
Cambridge,0075-4269,2041-4099,Journal of Hellenic Studies,Híbrida,100,Biblioteca US
Cambridge,0022-149X,1475-2697,Journal of Helminthology ,Híbrida,100,Biblioteca US
Cambridge,1744-1374,1744-1382,Journal of Institutional Economics,Híbrida,100,Biblioteca US
Cambridge,2169-9763,2169-978X,Journal of International and Comparative Social Policy,Híbrida,100,Biblioteca US
Cambridge,0022-2151,1748-5460,Journal of Laryngology & Otology ,Híbrida,100,Biblioteca US
Cambridge,0022-216X,1469-767X,Journal of Latin American Studies,Híbrida,100,Biblioteca US
Cambridge,2164-6570,2164-6589,Journal of Law and Courts,Híbrida,100,Biblioteca US
Cambridge,0748-0814,2163-3088,Journal of Law and Religion,Híbrida,100,Biblioteca US
Cambridge,1073-1105,1748-720X,"Journal of Law, Medicine & Ethics",Híbrida,100,Biblioteca US
Cambridge,,2049-7547,Journal of Linguistic Geography,Sólo Open Access,100,Biblioteca US
Cambridge,0022-2267,1469-7742,Journal of Linguistics,Híbrida,100,Biblioteca US
Cambridge,1833-3672,1839-3527,Journal of Management & Organization,Híbrida,100,Biblioteca US
Cambridge,0022-278X,1469-7777,Journal of Modern African Studies,Híbrida,100,Biblioteca US
Cambridge,0373-4633,1469-7785,Journal of Navigation,Híbrida,100,Biblioteca US
Cambridge,,2048-6790,Journal of Nutritional Science,Sólo Open Access,100,Biblioteca US
Cambridge,0022-3360,1937-2337,Journal of Paleontology,Híbrida,100,Biblioteca US
Cambridge,1474-7472,1475-3022,Journal of Pension Economics & Finance,Híbrida,100,Biblioteca US
Cambridge,0022-3778,1469-7807,Journal of Plasma Physics,Híbrida,100,Biblioteca US
Cambridge,0898-0306,1528-4190,Journal of Policy History,Híbrida,100,Biblioteca US
Cambridge,0143-814X,1469-7815,Journal of Public Policy,Híbrida,100,Biblioteca US
Cambridge,,2056-6085,"Journal of Race, Ethnicity and Politics",Híbrida,100,Biblioteca US
Cambridge,1460-3969,1467-1131,Journal of Radiotherapy in Practice,Sólo Open Access,100,Biblioteca US
Cambridge,1047-7594,2331-5709,Journal of Roman Archaeology,Híbrida,100,Biblioteca US
Cambridge,0075-4358,1753-528X,Journal of Roman Studies,Híbrida,100,Biblioteca US
Cambridge,0047-2794,1469-7823,Journal of Social Policy,Híbrida,100,Biblioteca US
Cambridge,0022-4634,1474-0680,Journal of Southeast Asian Studies,Híbrida,100,Biblioteca US
Cambridge,0022-4812,1943-5886,Journal of Symbolic Logic,Híbrida,100,Biblioteca US
Cambridge,2053-4477,2053-4485,Journal of the American Philosophical Association,Híbrida,100,Biblioteca US
Cambridge,1446-7887,1446-8107,Journal of the Australian Mathematical Society,Híbrida,100,Biblioteca US
Cambridge,1537-7814,1943-3557,Journal of the Gilded Age and Progressive Era,Híbrida,100,Biblioteca US
Cambridge,1053-8372,1469-9656,Journal of the History of Economic Thought,Híbrida,100,Biblioteca US
Cambridge,1474-7480,1475-3030,Journal of the Institute of Mathematics of Jussieu,Híbrida,100,Biblioteca US
Cambridge,1355-6177,1469-7661,Journal of the International Neuropsychological Society,Híbrida,100,Biblioteca US
Cambridge,0025-1003,1475-3502,Journal of the International Phonetic Association,Híbrida,100,Biblioteca US
Cambridge,0025-3154,1469-7769,Journal of the Marine Biological Association of the United Kingdom  ,Híbrida,100,Biblioteca US
Cambridge,1356-1863,1474-0591,Journal of the Royal Asiatic Society,Híbrida,100,Biblioteca US
Cambridge,0269-0403,1471-6933,Journal of the Royal Musical Association,Híbrida,100,Biblioteca US
Cambridge,1752-1963,1752-1971,Journal of the Society for American Music,Híbrida,100,Biblioteca US
Cambridge,0266-4674,1469-7831,Journal of Tropical Ecology,Híbrida,100,Biblioteca US
Cambridge,1931-4361,1931-437X,Journal of Wine Economics ,Sólo Open Access,100,Biblioteca US
Cambridge,,1930-2975,Judgment and Decision Making,Sólo Open Access,100,Biblioteca US
Cambridge,1369-4154,2044-2394,Kantian Review,Híbrida,100,Biblioteca US
Cambridge,0269-8889,1469-8005,Knowledge Engineering Review,Sólo Open Access,100,Biblioteca US
Cambridge,1866-9808,1866-9859,Language and Cognition,Sólo Open Access,100,Biblioteca US
Cambridge,0047-4045,1469-8013,Language in Society,Híbrida,100,Biblioteca US
Cambridge,0261-4448,1475-3049,Language Teaching,Híbrida,100,Biblioteca US
Cambridge,0954-3945,1469-8021,Language Variation and Change,Híbrida,100,Biblioteca US
Cambridge,0263-0346,1469-803X,Laser and Particle Beams,Sólo Open Access,100,Biblioteca US
Cambridge,1045-6635,2325-5080,Latin American Antiquity,Híbrida,100,Biblioteca US
Cambridge,1531-426X,1548-2456,Latin American Politics and Society,Híbrida,100,Biblioteca US
Cambridge,,1542-4278,Latin American Research Review,Sólo Open Access,100,Biblioteca US
Cambridge,0897-6546,1747-4469,Law & Social Inquiry,Híbrida,100,Biblioteca US
Cambridge,0023-9216,1540-5893,Law & Society Review,Híbrida,100,Biblioteca US
Cambridge,0738-2480,1939-9022,Law and History Review,Híbrida,100,Biblioteca US
Cambridge,1472-6696,1741-2021,Legal Information Management,Híbrida,100,Biblioteca US
Cambridge,0261-3875,1748-121X,Legal Studies,Híbrida,100,Biblioteca US
Cambridge,1352-3252,1469-8048,Legal Theory,Híbrida,100,Biblioteca US
Cambridge,0922-1565,1478-9698,Leiden Journal of International Law,Híbrida,100,Biblioteca US
Cambridge,0263-7189,2052-6148,Libyan Studies,Híbrida,100,Biblioteca US
Cambridge,0024-2829,1096-1135,Lichenologist ,Híbrida,100,Biblioteca US
Cambridge,1365-1005,1469-8056,Macroeconomic Dynamics,Híbrida,100,Biblioteca US
Cambridge,1740-8776,1740-8784,Management and Organization Review,Híbrida,100,Biblioteca US
Cambridge,0025-5572,2056-6328,Mathematical Gazette,Híbrida,100,Biblioteca US
Cambridge,0305-0041,1469-8064,Mathematical Proceedings of the Cambridge Philosophical Society,Híbrida,100,Biblioteca US
Cambridge,0960-1295,1469-8072,Mathematical Structures in Computer Science,Híbrida,100,Biblioteca US
Cambridge,0025-7273,2048-8343,Medical History,Sólo Open Access,100,Biblioteca US
Cambridge,,2635-0238,"Memory, Mind & Media",Sólo Open Access,100,Biblioteca US
Cambridge,0026-461X,1471-8022,Mineralogical Magazine,Híbrida,100,Biblioteca US
Cambridge,2515-0456,2397-1851,Modern American History,Sólo Open Access,100,Biblioteca US
Cambridge,0026-749X,1469-8099,Modern Asian Studies,Híbrida,100,Biblioteca US
Cambridge,1479-2443,1479-2451,Modern Intellectual History,Sólo Open Access,100,Biblioteca US
Cambridge,1353-2944,1469-9877,Modern Italy,Sólo Open Access,100,Biblioteca US
Cambridge,2949-7647,2977-1382,Moduli,Sólo Open Access,100,Biblioteca US
Cambridge,0027-7630,2152-6842,Nagoya Mathematical Journal,Híbrida,100,Biblioteca US
Cambridge,0027-9501,1741-3036,National Institute Economic Review,Híbrida,100,Biblioteca US
Cambridge,0090-5992,1465-3923,Nationalities Papers,Híbrida,100,Biblioteca US
Cambridge,1351-3249,1469-8110,Natural Language Engineering,Sólo Open Access,100,Biblioteca US
Cambridge,0016-7746,1573-9708,Netherlands Journal of Geosciences,Sólo Open Access,100,Biblioteca US
Cambridge,2050-1242,2050-1250,Network Science,Sólo Open Access,100,Biblioteca US
Cambridge,0028-4289,1741-2005,New Blackfriars,Híbrida,100,Biblioteca US
Cambridge,0896-6346,1305-3299,New Perspectives on Turkey,Híbrida,100,Biblioteca US
Cambridge,0028-6885,1469-8145,New Testament Studies,Híbrida,100,Biblioteca US
Cambridge,0266-464X,1474-0613,New Theatre Quarterly,Híbrida,100,Biblioteca US
Cambridge,1479-4098,2044-8414,Nineteenth-Century Music Review,Híbrida,100,Biblioteca US
Cambridge,0332-5865,1502-4717,Nordic Journal of Linguistics,Sólo Open Access,100,Biblioteca US
Cambridge,0954-4224,1475-2700,Nutrition Research Reviews,Híbrida,100,Biblioteca US
Cambridge,1355-7718,1469-8153,Organised Sound,Híbrida,100,Biblioteca US
Cambridge,0030-6053,1365-3008,Oryx,Sólo Open Access,100,Biblioteca US
Cambridge,0094-8373,1938-5331,Paleobiology,Híbrida,100,Biblioteca US
Cambridge,1478-9515,1478-9523,Palliative & Supportive Care,Híbrida,100,Biblioteca US
Cambridge,0068-2462,2045-239X,Papers of the British School at Rome,Híbrida,100,Biblioteca US
Cambridge,0031-1820,1469-8161,Parasitology,Sólo Open Access,100,Biblioteca US
Cambridge,,2513-9886,Personality Neuroscience,Sólo Open Access,100,Biblioteca US
Cambridge,1537-5927,1541-0986,Perspectives on Politics,Híbrida,100,Biblioteca US
Cambridge,0031-8191,1469-817X,Philosophy,Híbrida,100,Biblioteca US
Cambridge,0031-8248,1539-767X,Philosophy of Science,Híbrida,100,Biblioteca US
Cambridge,0952-6757,1469-8188,Phonology ,Híbrida,100,Biblioteca US
Cambridge,0961-1371,1474-0087,Plainsong & Medieval Music,Híbrida,100,Biblioteca US
Cambridge,1479-2621,1479-263X,Plant Genetic Resources,Híbrida,100,Biblioteca US
Cambridge,0032-2474,1475-3057,Polar Record,Sólo Open Access,100,Biblioteca US
Cambridge,1047-1987,1476-4989,Political Analysis,Híbrida,100,Biblioteca US
Cambridge,2049-8470,2049-8489,Political Science Research and Methods,Híbrida,100,Biblioteca US
Cambridge,1743-923X,1743-9248,Politics & Gender,Híbrida,100,Biblioteca US
Cambridge,1755-0483,1755-0491,Politics and Religion ,Híbrida,100,Biblioteca US
Cambridge,0730-9384,1471-5457,Politics and the Life Sciences,Híbrida,100,Biblioteca US
Cambridge,0261-1430,1474-0095,Popular Music,Híbrida,100,Biblioteca US
Cambridge,0885-7156,1945-7413,Powder Diffraction,Híbrida,100,Biblioteca US
Cambridge,1049-023X,1945-1938,Prehospital and Disaster Medicine,Híbrida,100,Biblioteca US
Cambridge,1463-4236,1477-1128,Primary Health Care Research & Development,Sólo Open Access,100,Biblioteca US
Cambridge,0269-9648,1469-8951,Probability in the Engineering and Informational Sciences,Sólo Open Access,100,Biblioteca US
Cambridge,0272-5037,2169-1118,Proceedings of the ASIL Annual Meeting ,Híbrida,100,Biblioteca US
Cambridge,0013-0915,1464-3839,Proceedings of the Edinburgh Mathematical Society,Híbrida,100,Biblioteca US
Cambridge,1743-9213,1743-9221,Proceedings of the International Astronomical Union  ,Híbrida,100,Biblioteca US
Cambridge,0029-6651,1475-2719,Proceedings of the Nutrition Society,Híbrida,100,Biblioteca US
Cambridge,0079-497X,2050-2729,Proceedings of the Prehistoric Society,Híbrida,100,Biblioteca US
Cambridge,0308-2105,1473-7124,Proceedings of the Royal Society of Edinburgh Section A: Mathematics,Híbrida,100,Biblioteca US
Cambridge,,2752-8073,Programmable Materials,Sólo Open Access,100,Biblioteca US
Cambridge,1049-0965,1537-5935,PS: Political Science & Politics,Híbrida,100,Biblioteca US
Cambridge,0033-2917,1469-8978,Psychological Medicine ,Híbrida,100,Biblioteca US
Cambridge,1368-9800,1475-2727,Public Health Nutrition,Sólo Open Access,100,Biblioteca US
Cambridge,1323-3580,1448-6083,Publications of the Astronomical Society of Australia,Híbrida,100,Biblioteca US
Cambridge,,2633-2892,QRB Discovery,Sólo Open Access,100,Biblioteca US
Cambridge,,2632-8828,Quantitative Plant Biology,Sólo Open Access,100,Biblioteca US
Cambridge,0033-5835,1469-8994,Quarterly Reviews of Biophysics,Híbrida,100,Biblioteca US
Cambridge,0033-5894,1096-0287,Quaternary Research,Híbrida,100,Biblioteca US
Cambridge,0033-8222,1945-5755,Radiocarbon,Híbrida,100,Biblioteca US
Cambridge,0958-3440,1474-0109,ReCALL,Sólo Open Access,100,Biblioteca US
Cambridge,1052-1151,1533-8568,Religion and American Culture,Híbrida,100,Biblioteca US
Cambridge,0034-4125,1469-901X,Religious Studies,Híbrida,100,Biblioteca US
Cambridge,0034-4338,1935-0236,Renaissance Quarterly,Híbrida,100,Biblioteca US
Cambridge,1742-1705,1742-1713,Renewable Agriculture and Food Systems,Sólo Open Access,100,Biblioteca US
Cambridge,,2753-8524,Research Directions: Bioelectronics,Sólo Open Access,100,Biblioteca US
Cambridge,,2752-9452,Research Directions: Biotechnology Design,Sólo Open Access,100,Biblioteca US
Cambridge,,2753-8516,Research Directions: Cyber-Physical Systems,Sólo Open Access,100,Biblioteca US
Cambridge,,2976-9000,Research Directions: Depression,Sólo Open Access,100,Biblioteca US
Cambridge,,2753-3999,Research Directions: Mine closure and transitions,Sólo Open Access,100,Biblioteca US
Cambridge,,2752-9460,Research Directions: One Health,Sólo Open Access,100,Biblioteca US
Cambridge,,2752-9444,Research Directions: Quantum Technologies,Sólo Open Access,100,Biblioteca US
Cambridge,,2752-9479,Research Directions: Sleep Psychology,Sólo Open Access,100,Biblioteca US
Cambridge,0260-2105,1469-9044,Review of International Studies,Híbrida,100,Biblioteca US
Cambridge,2151-3481,2329-3225,Review of Middle East Studies,Híbrida,100,Biblioteca US
Cambridge,0034-6705,1748-6858,Review of Politics,Híbrida,100,Biblioteca US
Cambridge,1755-0203,1755-0211,Review of Symbolic Logic,Híbrida,100,Biblioteca US
Cambridge,0212-6109,2041-3335,Revista de Historia Economica - Journal of Iberian and Latin American Economic History,Híbrida,100,Biblioteca US
Cambridge,0263-5747,1469-8668,Robotica,Híbrida,100,Biblioteca US
Cambridge,1358-2461,1755-3555,Royal Institute of Philosophy Supplements,Híbrida,100,Biblioteca US
Cambridge,1472-3808,2167-4027,Royal Musical Association Research Chronicle,Híbrida,100,Biblioteca US
Cambridge,0956-7933,1474-0656,Rural History,Sólo Open Access,100,Biblioteca US
Cambridge,0269-8897,1474-0664,Science in Context,Sólo Open Access,100,Biblioteca US
Cambridge,0036-9306,1475-3065,Scottish Journal of Theology,Híbrida,100,Biblioteca US
Cambridge,0960-2585,1475-2735,Seed Science Research,Sólo Open Access,100,Biblioteca US
Cambridge,0037-6779,2325-7784,Slavic Review,Híbrida,100,Biblioteca US
Cambridge,0265-0525,1471-6437,Social Philosophy and Policy,Híbrida,100,Biblioteca US
Cambridge,1474-7464,1475-3073,Social Policy and Society,Híbrida,100,Biblioteca US
Cambridge,0145-5532,1527-8034,Social Science History,Híbrida,100,Biblioteca US
Cambridge,1138-7416,1988-2904,Spanish Journal of Psychology,Híbrida,100,Biblioteca US
Cambridge,1532-4400,1946-1607,State Politics & Policy Quarterly,Híbrida,100,Biblioteca US
Cambridge,0898-588X,1469-8692,Studies in American Political Development,Híbrida,100,Biblioteca US
Cambridge,0424-2084,2059-0644,Studies in Church History,Híbrida,100,Biblioteca US
Cambridge,0272-2631,1470-1545,Studies in Second Language Acquisition,Híbrida,100,Biblioteca US
Cambridge,1054-2043,1531-4715,TDR: The Drama Review,Híbrida,100,Biblioteca US
Cambridge,0040-2982,1478-2286,Tempo,Híbrida,100,Biblioteca US
Cambridge,0307-8833,1474-0672,Theatre Research International,Híbrida,100,Biblioteca US
Cambridge,0040-5574,1475-4533,Theatre Survey,Híbrida,100,Biblioteca US
Cambridge,1471-0684,1475-3081,Theory and Practice of Logic Programming,Sólo Open Access,100,Biblioteca US
Cambridge,1477-1756,1755-1196,Think,Híbrida,100,Biblioteca US
Cambridge,0362-1529,2166-5508,Traditio,Híbrida,100,Biblioteca US
Cambridge,2051-364X,2051-3658,TRaNS: Trans-Regional and -National Studies of Southeast Asia,Híbrida,100,Biblioteca US
Cambridge,0080-4401,1474-0648,Transactions of the Royal Historical Society ,Híbrida,100,Biblioteca US
Cambridge,2047-1025,2047-1033,Transnational Environmental Law ,Sólo Open Access,100,Biblioteca US
Cambridge,1478-5722,1478-5730,Twentieth-Century Music,Híbrida,100,Biblioteca US
Cambridge,1832-4274,1839-2628,Twin Research and Human Genetics,Híbrida,100,Biblioteca US
Cambridge,0963-9268,1469-8706,Urban History,Híbrida,100,Biblioteca US
Cambridge,0953-8208,1741-6183,Utilitas,Sólo Open Access,100,Biblioteca US
Cambridge,1060-1503,1470-1553,Victorian Literature and Culture,Híbrida,100,Biblioteca US
Cambridge,0952-5238,1469-8714,Visual Neuroscience,Sólo Open Access,100,Biblioteca US
Cambridge,,2631-7176,Wearable Technologies,Sólo Open Access,100,Biblioteca US
Cambridge,0043-1745,1550-2759,Weed Science,Híbrida,100,Biblioteca US
Cambridge,0890-037X,1550-2740,Weed Technology,Sólo Open Access,100,Biblioteca US
Cambridge,1474-7456,1475-3138,World Trade Review,Híbrida,100,Biblioteca US
Cambridge,0740-1558,2304-3857,Yearbook for Traditional Music,Híbrida,100,Biblioteca US
Cambridge,0967-1994,1469-8730,Zygote,Híbrida,100,Biblioteca US
Company of Biologists,,2046-6390,Biology Open,Sólo Open Access,100,Biblioteca US
Company of Biologists,0950-1991,1477-9129,DEVELOPMENT,Híbrida,100,Biblioteca US
Company of Biologists,1754-8403,1754-8411,Disease Models & Mechanisms,Sólo Open Access,100,Biblioteca US
Company of Biologists,1477-9137,0021-9533,JOURNAL OF CELL SCIENCE,Híbrida,100,Biblioteca US
Company of Biologists,0022-0949,1477-9145,JOURNAL OF EXPERIMENTAL BIOLOGY,Híbrida,100,Biblioteca US
Emerald,1935-5181,,American Journal of Business,Híbrida,100,CBUA
Emerald,2056-3515,,Annals in Social Responsibility,Híbrida,100,CBUA
Emerald,0003-5599,,Anti-Corrosion Methods and Materials,Híbrida,100,CBUA
Emerald,2634-1964,,Applied Computing and Informatics,Sólo Open Access,100. Si cuando se acepte el artículo no quedan licencias deben hacerse cargo los/as autores/as,CBUA
Emerald,2632-7627,,Applied Economic Analysis,Sólo Open Access,100. Si cuando se acepte el artículo no quedan licencias deben hacerse cargo los/as autores/as,CBUA
